gene_id,log10mean,stat,log2FC,pvalue,locfdr,qvalue
ENSG00000004478.8,3.151011066780080,-14.18,0.08093522785716890,0.37144936913620200,1,0.5339168272105230
ENSG00000004487.16,2.698841825218060,25.96,0.14789359372338800,0.09987937329574340,0.7610128162554070,0.21106455708565300
ENSG00000004534.15,3.2023806372766500,-61.74,-0.48951391455648000,9.70559689420899E-06,7.99882094236857E-04,2.27027027027027E-04
ENSG00000004660.15,1.909427237018080,9.16,0.10065792537730100,0.5638720709895090,1,0.7033204588689690
ENSG00000004700.16,2.263659846713940,-50.28,-0.361404327121261,7.87077690992282E-04,0.02273126159793520,0.005848214285714290
ENSG00000004766.17,2.2094121536104100,-23.71,-0.1268936062817970,0.13360909553080400,0.9239868779574050,0.2593200574094010
ENSG00000004776.13,1.978829909657330,13.92,0.37865747354632700,0.3803262929241580,1,0.5425316455696200
ENSG00000004777.18,1.5142564922805600,16.24,0.3916483712451340,0.30573970513472300,1,0.46744559072922600
ENSG00000004779.10,2.487184055201650,28.97,0.3071914882955220,0.06560659980588810,0.575629292092028,0.15588952339117100
ENSG00000004799.8,3.192554260663360,-36.48,-0.451593558979007,0.019062716642787800,0.24524834317579400,0.0628654168571864
ENSG00000004846.16,1.4171736286051400,-35.01,-0.4398750038716790,0.024754355964320400,0.2950813928810900,0.07613503909026300
ENSG00000004864.13,2.3367600332728600,-4.25,-0.061121606513197400,0.7889134353191290,1,0.8707263823709450
ENSG00000004866.20,2.8876680619813100,-24.45,-0.12114092824743700,0.12157877709479100,0.867571409004251,0.2423622627602730
ENSG00000004897.12,2.722129239655240,10.09,0.101899459256936,0.5249341405925040,1,0.6708800945067930
ENSG00000004939.15,2.206339273343800,1.54,-0.03822848232046510,0.9224550538429540,1,0.9551208307412550
ENSG00000004948.15,1.567135680948350,-17.4,-0.42816723748444100,0.2723094698895410,1,0.43082480257385200
ENSG00000004961.15,2.255834125403100,-14.01,-0.11592619664963900,0.37721957757544900,1,0.5395584055000990
ENSG00000004975.12,2.8285877460784800,57.11,0.5802830522757660,7.67204325923187E-05,0.0038513400341833900,0.0010265924551638800
ENSG00000005001.10,2.300862952549890,56.89,2.8629554834385200,8.3653001802468E-05,0.004113076006457670,0.0010883944678292200
ENSG00000005007.12,3.505200729420390,67.25,0.6969336585485340,4.62171280676619E-07,5.47914427372442E-05,2.57731958762887E-05
ENSG00000005020.13,2.0656029202156500,-39.9,-0.3201000815540710,0.009778157785275220,0.15137354083344700,0.038120720720720700
ENSG00000005022.6,3.3552668812888100,0.78,-0.0016255006610315100,0.9605897305541430,1,0.9778076778321420
ENSG00000005059.16,2.1537661968441000,-6.7,0.005135900889457370,0.6729260063779640,1,0.7891653116531160
ENSG00000005073.6,1.7026975160316000,30.45,0.43135045319725600,0.05249757360077650,0.49578375954096,0.13232642124883500
ENSG00000005075.15,2.587636122685060,60.23,0.5478665812033090,2.07977076304478E-05,0.0014547202445883100,3.95778364116095E-04
ENSG00000005100.13,2.5233789507793200,12.46,0.06851081779418240,0.43237463604011600,1,0.5904999053209620
ENSG00000005108.16,3.5194756795387200,-22.83,-0.3775311868644970,0.1489088136063230,0.9932008215057810,0.28112206613733500
ENSG00000005156.12,2.9905100250600600,51.99,0.43689619564028400,4.51541341221057E-04,0.01498905073727250,0.003834379905808480
ENSG00000005175.10,2.1353694882132900,-58.21,-0.5329846730467450,5.08388408744281E-05,0.0028258943061122000,7.69769069279216E-04
ENSG00000005187.12,1.438521236930220,-8.46,-0.08097162930289500,0.5942057586541570,1,0.7269495646273890
ENSG00000005189.19,1.2772099864064800,-7.7,-0.07459571540886950,0.6276530942367240,1,0.7545996554981390
ENSG00000005194.15,2.8093397409067300,-21.89,-0.12368476552974200,0.1665984193742200,1,0.3042959648826610
ENSG00000005206.17,3.1937423546483100,67.4,0.9244050306883870,4.62171280676619E-07,5.47914427372442E-05,2.57731958762887E-05
ENSG00000005238.19,2.9884060494867500,31.11,0.35053862446436900,0.047428016823034600,0.4628763224926150,0.12280995691718500
ENSG00000005243.10,1.5856686506984000,-43.19,-0.5806069649841160,0.004822757313860520,0.08926532920544160,0.022416756176154700
ENSG00000005249.13,2.489367737348460,22.89,0.3922861043286930,0.14781300549983800,0.9883360504160110,0.2795655594405600
ENSG00000005302.19,2.5482796595686500,13.09,0.1129669071764000,0.40946665434209900,1,0.5698610664436870
ENSG00000005339.15,3.3426610047667800,36.93,0.2833912932241110,0.017557886952904700,0.23128238886407000,0.0591284046692607
ENSG00000005379.17,1.2855568669011500,-23.54,-0.5266726047543550,0.1364953551786290,0.9372583380992440,0.2632923241508430
ENSG00000005381.8,1.3505243646467200,-10.34,0.7746076827397050,0.5147793132134770,1,0.6629139388168080
ENSG00000005436.14,2.2729319629655400,-37.19,-0.2913674340439510,0.016696861857004200,0.22311493472240100,0.05689291338582680
ENSG00000005448.17,1.622964329635720,37.46,0.5367298096948970,0.015889448629662200,0.21532961259990500,0.05483253588516750
ENSG00000005469.11,2.4206758784379500,-11.48,-0.18648582689082600,0.46942783195452200,1,0.6239332882855210
ENSG00000005471.17,0.4856694572835640,-11.23,-0.3013496466709560,0.47914313444562600,1,0.632571846970529
ENSG00000005483.21,3.172329136562530,39.47,0.43749522400948300,0.010670148356981100,0.16138033420115200,0.04076094632768360
ENSG00000005486.17,3.2888461705743000,42.95,0.7252322254390450,0.005104219623792580,0.09317931175008180,0.02340822382365410
ENSG00000005513.10,1.3190385917951400,44.85,1.2561863872474700,0.0033086841983639100,0.06704828797155590,0.016904368358913800
ENSG00000005700.15,2.4413934106996800,-7.04,-0.049316428442318200,0.6573503720478810,1,0.7778130810456090
ENSG00000005801.18,2.4627926823709900,-12.2,0.12255389675002800,0.44204834311595900,1,0.599586258776329
ENSG00000005810.18,2.9658921745424000,-53.01,-0.3137672140154020,3.21671211350927E-04,0.011588232980817300,0.0029591836734693900
ENSG00000005812.11,2.875575737111510,13.04,0.1564604378414540,0.41127559273466700,1,0.5713129173086800
ENSG00000005844.18,1.774920774908870,-7.3,0.057706488937154400,0.6455913481536260,1,0.7686068009243980
ENSG00000005882.12,2.655402025092210,-39.44,-0.5826689308995980,0.010733465822433800,0.1620802739285170,0.040901725959845000
ENSG00000005884.18,3.5503848764160300,-4.11,0.011074391084620500,0.7957544946157050,1,0.8756415602909020
ENSG00000005889.15,2.8925018173037800,16.32,0.26441281378741200,0.303298516430189,1,0.46486293121768100
ENSG00000005893.16,3.4214240008494500,-0.47,-0.00847494036675922,0.9761579701437350,1,0.9864155613674580
ENSG00000005961.19,1.6111394792918300,28.66,0.35997263082238400,0.06864676249017890,0.5932535458101640,0.16139411061610300
ENSG00000005981.13,1.4647250501995200,24.96,0.28738766834925,0.11391227989092800,0.8306658254458270,0.2313205068043170
ENSG00000006007.12,3.0869334459122000,-29.5,-0.34468507108690700,0.06062577991403610,0.5460812651548550,0.14728946777453400
ENSG00000006015.17,2.5176303373715300,-0.6,0.14929533604696800,0.9696644636502290,1,0.9827913621884950
ENSG00000006016.11,1.8303272065553500,33.79,0.9375089719976040,0.03061653648842260,0.3424770220160820,0.08889559849704780
ENSG00000006025.12,1.7905545824665700,-17.08,-0.2713800924564570,0.28127975227619400,1,0.441018115942029
ENSG00000006042.12,2.122434499988200,-17.98,-0.1570707630462530,0.256594259832694,1,0.4127828996282530
ENSG00000006062.17,2.084659333739250,1.19,0.14041002323823300,0.9400693256921010,1,0.9657335485708860
ENSG00000006118.14,3.578916576024020,57.31,0.8492150328507020,7.11743772241993E-05,0.0036385174313859600,9.77777777777778E-04
ENSG00000006125.18,3.2497854652463500,14.35,0.040956839391124200,0.36576096501363400,1,0.5285140910912250
ENSG00000006194.10,2.5995014196330200,24.07,0.1314734237024010,0.12763553172805800,0.8961974933760490,0.25080828262646400
ENSG00000006210.7,1.8281240227607300,8.81,0.9028389797891520,0.5789467116513380,1,0.7154009137635640
ENSG00000006282.21,2.523697697540230,12.79,0.22336582933529100,0.42027637842584500,1,0.5795742511153600
ENSG00000006327.13,3.2427464383639300,45.82,0.4431977999489710,0.002607570365577480,0.05594012251849510,0.014172318512936400
ENSG00000006377.11,2.209756560329420,52.12,0.5157503112747540,4.27046263345196E-04,0.014370816209333500,0.003669579030976970
ENSG00000006432.15,2.901194040759430,34.81,0.32181235252538200,0.025670379442621400,0.3027231914040220,0.07811954992967650
ENSG00000006451.8,2.535864621638200,-1.19,-0.010616937649965400,0.9400693256921010,1,0.9657335485708860
ENSG00000006453.14,2.668624299134530,-3.47,-0.0802409281778429,0.8269538290890610,1,0.896657479328489
ENSG00000006459.11,2.9696614199453000,14.9,0.19702434813729800,0.3476082636224990,1,0.5106388756874190
ENSG00000006468.14,1.2010232979679600,-12.63,-0.32486970085362900,0.426114063872071,1,0.5847919573766330
ENSG00000006530.18,2.3158717330345900,-32.87,-0.28137925344976400,0.035751259416739800,0.3814021255465780,0.09989023760330580
ENSG00000006534.16,2.1962161198917200,26.04,0.38810620315692700,0.09880852243841570,0.7555762017480830,0.20947677836566700
ENSG00000006555.11,0.9679877895300250,29.13,0.5959956936531460,0.0640837454360586,0.5666874998998880,0.1532471264367820
ENSG00000006576.16,2.551158329359530,-35.7,-0.37976786829346000,0.02189305356565140,0.270570005236592,0.06953904873752200
ENSG00000006607.14,2.7078029547477500,8.91,0.12412480333307800,0.5746499052548880,1,0.71204329400985
ENSG00000006625.18,2.220086444573960,-7.32,0.024882010237901500,0.644720617460831,1,0.7680350162418100
ENSG00000006634.8,1.5884775545831600,6.08,0.10302464364494700,0.7016286915931040,1,0.81078508865627
ENSG00000006638.12,2.332727376583460,42.86,0.6066591594810280,0.005200813421453990,0.09450892727789280,0.02371049304677620
ENSG00000006652.14,2.7399322083036800,-14.82,-0.08134615520710840,0.3503147386421410,1,0.5131514453997700
ENSG00000006659.13,3.798515643337260,-38.95,-0.7064953895571810,0.011900910477422900,0.17475787377751600,0.044130248500428400
ENSG00000006695.12,2.2743509570363600,38.15,0.3930699426971550,0.013902574294033400,0.19559550838437600,0.049532356331302500
ENSG00000006704.10,2.1709416393142700,36.36,0.42858319639983800,0.019466192170818500,0.24893042876120000,0.06380699893955460
ENSG00000006712.15,2.9501539020827100,31.15,0.16616997364107400,0.04713962194389240,0.46096413840610500,0.12228269991607700
ENSG00000006715.16,2.8287844317833400,19.99,0.29312716657454800,0.20670841613902100,1,0.35426138613861400
ENSG00000006740.17,2.386620977822690,14.39,0.11561078698209700,0.36440310579100600,1,0.5271504980945380
ENSG00000006744.19,2.936869161188880,42.07,0.29365684031941300,0.0061921708185053400,0.1077851804692690,0.027044812272910800
ENSG00000006747.15,3.7293427845676100,-28.34,-0.40390242228992500,0.07189536442205480,0.6117738454482590,0.16662382176521000
ENSG00000006756.16,3.1782400056146700,6.75,0.012767859279096100,0.6706428802514210,1,0.7873412913727620
ENSG00000006757.12,1.86407688042072,-16.86,-0.13925870346195900,0.2875736007764480,1,0.44812603528988100
ENSG00000006788.14,0.9939909738832610,-59.27,-1.4693745971399800,3.14276470860101E-05,0.0019779088131128900,5.37549407114625E-04
ENSG00000006831.10,2.913829221532940,38.12,0.19760920320163800,0.013982067754309700,0.19640205819147100,0.049766408948840300
ENSG00000006837.12,1.5893312529140200,-41.96,-0.43397260380519200,0.006340989970883210,0.10972402955894200,0.02751152997794270
ENSG00000007047.15,2.1788373545265700,50.55,0.6426620166266940,7.26071081942968E-04,0.021402769043657600,0.0054930069930069900
ENSG00000007062.11,2.4073229845715700,-45.6,-0.7985227982790030,0.002749456948745210,0.058239313268036500,0.014761786600496300
ENSG00000007080.11,2.539005526404720,56.54,0.6561390453070620,9.42829412580302E-05,0.004506181696809370,0.0011805555555555600
ENSG00000007129.18,0.6923328570073260,-5.69,-0.10192063217002400,0.7199209687110040,1,0.8228700475435820
ENSG00000007168.13,3.3003999056390400,-16.99,-0.03866363605108440,0.2838152239219860,1,0.44406030804830400
ENSG00000007171.18,1.1462197055030000,33.53,1.041299757404810,0.03200813421453990,0.3532447415231660,0.09182710156457170
ENSG00000007202.15,3.6557533320088700,11.58,0.1098737282922080,0.4655377362850670,1,0.6207839270306920
ENSG00000007237.18,2.9119393219851200,7.41,0.19441610236269100,0.6406146878033000,1,0.7649969645123900
ENSG00000007255.10,2.119157804980600,35.06,0.30289289568411300,0.024525119009104800,0.2931541008468010,0.07556963827969240
ENSG00000007312.12,1.4858002192920200,18.1,0.599655300950086,0.25342515136109400,1,0.409389278781544
ENSG00000007314.12,1.7878722035183300,-12.1,-0.052731221285763600,0.4457697462679670,1,0.60289536192024
ENSG00000007341.19,2.0769292078497400,4.37,0.041519748573685300,0.7830429357119750,1,0.8664569908970030
ENSG00000007376.8,2.1757702604592800,64.32,0.8617413970249360,1.38651384202986E-06,1.32958841659044E-04,4.6875E-05
ENSG00000007384.15,3.376155709879480,67.92,0.6026189718764970,4.62171280676619E-07,5.47914427372442E-05,2.57731958762887E-05
ENSG00000007392.16,2.9008602192984000,25.21,0.15011980764826100,0.11033877154873600,0.8131954819214510,0.2263152905488670
ENSG00000007402.11,1.5484107056121600,-5.4,-0.06451994894929540,0.7337135462402370,1,0.8333084877434260
ENSG00000007516.13,2.0243956165591700,62.37,0.8388422287496320,6.47039792947266E-06,5.64767618249681E-04,1.64512338425382E-04
ENSG00000007520.4,2.5192074081680800,53.89,0.5656776211500830,2.40791237232518E-04,0.009281620495995990,0.002383348581884720
ENSG00000007541.16,2.8591945372549800,67.2,0.7975104588493430,4.62171280676619E-07,5.47914427372442E-05,2.57731958762887E-05
ENSG00000007545.16,2.9013211865983500,64.62,0.7009840226049670,1.38651384202986E-06,1.32958841659044E-04,4.6875E-05
ENSG00000007866.21,3.7744447855432000,23.81,0.30002101428468500,0.13193187595322800,0.9162283717841170,0.2569637231073900
ENSG00000007908.16,1.068945700795710,-37.71,-1.5604471699214300,0.015148588066737500,0.2080712125020120,0.052874657202774600
ENSG00000007923.16,2.916735853918790,59.24,0.43881546355546900,3.23519896473633E-05,0.0020207913826931100,5.51615445232467E-04
ENSG00000007944.15,3.6144300283109500,9.45,0.04465230762101590,0.5516194481674910,1,0.6931120789779330
ENSG00000007968.7,2.0571602520295200,24.3,0.35898064126735700,0.12393816148264500,0.8787769936561000,0.24554985807160500
ENSG00000008018.9,3.270665530541140,-25.92,-0.19921308007116100,0.1004150298100480,0.7637254311476180,0.21184477379095200
ENSG00000008056.14,1.2847310615194000,28.05,0.5158401281104500,0.07489947774645280,0.6286350711251710,0.17151021272092300
ENSG00000008083.14,2.5270718645756400,32.21,0.2810641342325620,0.03979618246522160,0.41063304754995100,0.10821540781701600
ENSG00000008086.13,2.5685263735042200,6,0.0937123007336984,0.7053468595461480,1,0.8129109406626190
ENSG00000008118.10,0.89377952860222,-12.65,-0.3106297328865530,0.4253658085686560,1,0.58406142911537
ENSG00000008128.23,2.739249855266460,18.43,0.14626516668123700,0.24484447936405200,1,0.39940440289505400
ENSG00000008130.15,3.2605702710347500,39.21,0.3264676855778610,0.011264038452650600,0.16789434060806400,0.04239345973212730
ENSG00000008196.13,1.457941586708540,-23.96,-0.3107188443347320,0.1294306049822060,0.9045942121847190,0.2533921462178790
ENSG00000008256.16,3.7207062119355100,-27.98,-0.3452087426815980,0.07567176595646350,0.6329308941885120,0.17293092522180000
ENSG00000008277.14,1.3308794979977600,-2.04,0.011790567755600300,0.897599020196885,1,0.9410024710499540
ENSG00000008282.8,2.9316763851645800,-19.71,-0.047699860495885800,0.2132495262744370,1,0.361690052520185
ENSG00000008283.16,3.2017429402039900,49.54,0.7028092077110180,9.82113971437815E-04,0.026814468293342100,0.006888168557536470
ENSG00000008294.21,3.2184619364237400,31.46,0.27348933883318600,0.04494292184683640,0.44624665414442000,0.11827171004621700
ENSG00000008300.17,1.6020369565040500,40.62,0.5865684957611770,0.008433701529786940,0.13572354328432400,0.03403207758299140
ENSG00000008311.15,2.4696861776718400,-44.32,-0.28736344295786100,0.0037477469150067000,0.07371451791103980,0.018488372093023300
ENSG00000008323.15,3.282384322418600,0,0.10216047778706500,0.9997582844202060,1,0.9997582844202060
ENSG00000008324.11,1.6502377764108000,-6.77,-0.07663785411898920,0.6697111429495770,1,0.7865888611442840
ENSG00000008382.15,2.036824055729950,41.61,0.48914185051374800,0.006845681009382080,0.11620322716349900,0.029060231508730600
ENSG00000008394.13,1.583040181358850,-27.93,-1.2539521704679600,0.07621158201229380,0.6359245087939270,0.17387072964993700
ENSG00000008405.12,2.548406149420640,38.25,0.3123852547478950,0.013645607061977200,0.19297792664870600,0.04880972061497770
ENSG00000008438.5,0.6934569302126940,-22.64,-0.13466703214524900,0.1524134584276930,1,0.28571911280540600
ENSG00000008441.16,1.985052586371300,5.01,0.18514226632196700,0.7522073300365120,1,0.8460963817841550
ENSG00000008513.16,3.8837274131184700,-1.5,0.0645010671911157,0.9244368442944960,1,0.9560747574207730
ENSG00000008516.17,1.5052549184365900,5.61,0.2307213461464740,0.7237394278319550,1,0.826056338028169
ENSG00000008517.16,2.29237184831903,34.84,1.0556151103010900,0.025535425428663900,0.3016032503129570,0.07780735107731310
ENSG00000008710.20,2.9942688968859000,49.04,0.5193696506088670,0.0011235383833248600,0.02964950999823040,0.007580293108824450
ENSG00000008735.14,2.3003324072464900,-39.52,-0.41834438649377200,0.010562924619864100,0.16019198959476300,0.040422709586133700
ENSG00000008838.20,3.071325851443810,67.95,0.6691666372373150,4.62171280676619E-07,5.47914427372442E-05,2.57731958762887E-05
ENSG00000008853.16,2.6699528471992100,19.13,0.3605711782485700,0.22715718445255800,1,0.37825150069262700
ENSG00000008869.12,2.6150532396281400,27.51,0.2759476733248280,0.08089383925682860,0.661591520676551,0.18150990355698400
ENSG00000008952.17,3.480987091071530,-24.14,-0.17110336529345700,0.12649304432222600,0.8908326517961590,0.2491062164376080
ENSG00000008988.9,3.516417951238280,47.09,0.3673977754903480,0.0018833479687572200,0.04371234388139520,0.011097494553376900
ENSG00000009307.16,3.805459571949930,-14.28,-0.10471308090196300,0.3680667375329300,1,0.530534941043235
ENSG00000009335.18,2.991512815957580,-5,0.0035919708517600000,0.7526699634884690,1,0.8463087876110790
ENSG00000009413.16,2.92337020517162,-66.7,-0.9759498800652530,4.62171280676619E-07,5.47914427372442E-05,2.57731958762887E-05
ENSG00000009724.17,1.859874312256280,-5.2,-0.017497906603444400,0.7431247400286550,1,0.8398970956957790
ENSG00000009765.14,1.5474900375526700,-56.86,-0.7856781384241210,8.59638582058511E-05,0.00419934202471867,0.0011144397843019800
ENSG00000009780.15,2.0014393216546900,5.72,0.16034359089130700,0.7185118084762210,1,0.8219541080680980
ENSG00000009830.11,2.7916801946759200,-15.85,-0.1414486418134030,0.3175883902574290,1,0.4805356643356640
ENSG00000009844.16,2.6912721702608000,-24.38,-0.14786417817838800,0.12269122336738000,0.8728635523002130,0.24392814481301100
ENSG00000009950.16,2.0615258416975800,-14.16,-0.13902384930777400,0.372133844802884,1,0.5345100902814660
ENSG00000009954.11,3.2649585790009600,-50.5,-0.1579483860416660,7.33927993714471E-04,0.02157545250276480,0.005533101045296170
ENSG00000010017.13,3.12422135836693,11.8,0.05442830981380010,0.45717659564634700,1,0.6137194440997640
ENSG00000010030.14,1.6363629709550200,18.56,0.3468114484682660,0.24149974580579600,1,0.3954688564292740
ENSG00000010072.16,2.2177870278685200,-13.34,-0.12397078793616100,0.40053519434302400,1,0.5616942121978090
ENSG00000010165.20,2.476737694576180,8.4,0.08414252316622500,0.5967865230854550,1,0.7291997967020560
ENSG00000010219.13,1.725524728027240,-39.61,-0.6260016970534830,0.010366963996857200,0.15801015380707600,0.03987024528972630
ENSG00000010244.18,3.4341100917903900,-38.26,-0.19906259258754800,0.013624347183066000,0.19276064727448500,0.0487497932859269
ENSG00000010256.11,3.4287429904946600,55.65,0.44916976669124800,1.26634930905394E-04,0.005652164303956560,0.0014715359828141800
ENSG00000010270.13,2.3654525320507600,9.04,0.05957874946589930,0.5689804501548270,1,0.7070834529894890
ENSG00000010278.14,2.2965903008622600,22.19,0.4685589320559150,0.16086657115126900,1,0.2965553378205670
ENSG00000010292.13,2.929981268923510,61.15,0.5992832327496350,1.34029671396219E-05,0.0010381523185469900,2.90581162324649E-04
ENSG00000010295.19,2.3484425153564000,0.61,-0.057235609832688700,0.9691727134075890,1,0.9827533039647580
ENSG00000010310.9,1.0832103317519000,20.02,0.27258343283359300,0.20603133521283000,1,0.3534929823170250
ENSG00000010318.21,1.6942957007466100,-29.48,-0.2936343070491680,0.06079401026020240,0.5470938866232430,0.14744983746216800
ENSG00000010319.7,2.817559886140360,51.93,0.7484358899573960,4.59398252992559E-04,0.01518536899492180,0.003887368009386000
ENSG00000010322.16,3.2805156105585000,66.09,0.6783499083012220,4.62171280676619E-07,5.47914427372442E-05,2.57731958762887E-05
ENSG00000010327.10,3.2628146582641800,0.7,0.05340039322493610,0.9646915006701480,1,0.9801845503639350
ENSG00000010361.14,2.144317893744310,41.56,0.6060488452665200,0.006922401441974400,0.11717565321527500,0.029288228392647600
ENSG00000010404.18,3.4596979606674300,49.64,0.4431062413924330,9.52997180755188E-04,0.026218782686952600,0.006727569331158240
ENSG00000010539.11,2.5800315625369300,22.88,0.15173289383451300,0.14799926052595100,0.9891639214227880,0.2797955439056360
ENSG00000010610.10,2.5017405120403900,-43.9,-0.6053382957448970,0.004105929657531080,0.07900974355661820,0.01988806805462280
ENSG00000010626.15,1.3550723472469800,-0.55,-0.020283455183301300,0.9721393908582520,1,0.9842393898273360
ENSG00000010671.15,1.5280447377391300,-8.22,-0.029036760768860400,0.6045962933863290,1,0.7358750070315580
ENSG00000010704.18,2.574729894870370,-52.58,-0.41660983518906900,3.70199195821972E-04,0.01289664644107300,0.0032935855263157900
ENSG00000010803.16,2.5064434169955100,-14.55,-0.1080684157559910,0.3591500670148360,1,0.5218541400846150
ENSG00000010810.17,2.393569310345520,21.62,0.2565655371549870,0.17190091047742300,1,0.31070253111686600
ENSG00000010818.10,2.7734506387869600,3.49,0.06961156410034700,0.8259902019688500,1,0.8961515318658180
ENSG00000010932.17,0.8855608999704730,-39.28,-0.8933765806410970,0.011097194620326300,0.1660757407242890,0.041911328329551400
ENSG00000011007.12,2.851127238070740,15.68,0.060366545512591700,0.3228663862827560,1,0.48627732145343200
ENSG00000011009.11,3.013955135004830,67.48,0.5406289806912530,4.62171280676619E-07,5.47914427372442E-05,2.57731958762887E-05
